DATE,DFEDTAR_CHG
2007-12-26,0.0000000000000000
2008-01-02,0.0000000000000000
2008-01-09,0.0000000000000000
2008-01-16,0.0000000000000000
2008-01-23,-0.2142857142857143
2008-01-30,-0.6071428571428571
2008-02-06,-0.4285714285714286
2008-02-13,0.0000000000000000
2008-02-20,0.0000000000000000
2008-02-27,0.0000000000000000
2008-03-05,0.0000000000000000
2008-03-12,0.0000000000000000
2008-03-19,-0.2142857142857143
2008-03-26,-0.5357142857142857
2008-04-02,0.0000000000000000
2008-04-09,0.0000000000000000
2008-04-16,0.0000000000000000
2008-04-23,0.0000000000000000
2008-04-30,-0.0357142857142857
2008-05-07,-0.2142857142857143
2008-05-14,0.0000000000000000
2008-05-21,0.0000000000000000
2008-05-28,0.0000000000000000
2008-06-04,0.0000000000000000
2008-06-11,0.0000000000000000
2008-06-18,0.0000000000000000
2008-06-25,0.0000000000000000
2008-07-02,0.0000000000000000
2008-07-09,0.0000000000000000
2008-07-16,0.0000000000000000
2008-07-23,0.0000000000000000
2008-07-30,0.0000000000000000
2008-08-06,0.0000000000000000
2008-08-13,0.0000000000000000
2008-08-20,0.0000000000000000
2008-08-27,0.0000000000000000
2008-09-03,0.0000000000000000
2008-09-10,0.0000000000000000
2008-09-17,0.0000000000000000
2008-09-24,0.0000000000000000
2008-10-01,0.0000000000000000
2008-10-08,-0.0714285714285714
2008-10-15,-0.4285714285714286
2008-10-22,0.0000000000000000
2008-10-29,-0.0714285714285714
2008-11-05,-0.42857142857142860000
2008-11-12,0.00000000000000000000
2008-11-19,0.00000000000000000000
2008-11-26,0.00000000000000000000
2008-12-03,0.00000000000000000000
2008-12-10,0.00000000000000000000
2008-12-17,0.00000000000000000000
